#host_mono_ns,seq,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
6899305464398,13950,-0.0433706157,0.028745126,0.0615190379,0.032338623,-0.000701570883,0.0221223906,0.999231875
6899323631742,13968,-0.0433572717,0.0287753213,0.0615084395,0.0323462114,-0.000714576337,0.0221258122,0.999231577
6899338894710,13983,-0.0433607772,0.0287711844,0.0615064017,0.0323522761,-0.000716716109,0.0221195854,0.999231517
6899355575075,14000,-0.0433469675,0.0287746787,0.0615111217,0.0323557332,-0.000716848823,0.022114994,0.999231517
6899372240804,14016,-0.0433476493,0.0287747215,0.0615097024,0.0323504768,-0.000719137781,0.0221159793,0.999231637
6899388882471,14033,-0.0433473736,0.0287571512,0.0615214296,0.0323539339,-0.000720633718,0.0221176371,0.999231517
6899405793929,14050,-0.0433489718,0.0287411176,0.0615295097,0.0323586278,-0.000714579772,0.0221174136,0.999231398
6899422221794,14066,-0.0433584377,0.0287476648,0.0615296289,0.0323592834,-0.00071691518,0.0221157782,0.999231339
6899438887158,14082,-0.0433636084,0.0287590176,0.0615362972,0.0323662348,-0.000717032992,0.0221144613,0.999231219
6899455568877,14099,-0.0433758125,0.0287603401,0.0615354665,0.03236752,-0.000717729854,0.0221144017,0.99923116
6899472234919,14116,-0.0433673337,0.0287498962,0.0615335815,0.0323709995,-0.000725466292,0.0221159011,0.999230981
6899489106429,14132,-0.0433522016,0.0287396237,0.0615333542,0.0323680826,-0.000730662083,0.022116838,0.99923104
6899505658200,14149,-0.0433723107,0.0287420657,0.0615370274,0.0323651843,-0.000730738044,0.0221169814,0.99923116
6899522503148,14166,-0.0434019715,0.0287439283,0.0615415238,0.0323627852,-0.000730893691,0.0221253019,0.99923104
6899538887991,14182,-0.0434045196,0.0287278146,0.0615412146,0.0323588327,-0.000733174908,0.0221293792,0.9992311
6899555565439,14198,-0.0433972664,0.0287048724,0.0615415871,0.0323595405,-0.000736579183,0.0221321434,0.999230981
6899572809554,14216,-0.0434041172,0.0286920518,0.0615423545,0.0323634557,-0.000742349075,0.0221291725,0.999230921
6899588886846,14232,-0.0434122346,0.0287001077,0.0615591332,0.0323699228,-0.000742138305,0.0221229028,0.999230862
6899605566637,14248,-0.0434221961,0.0287076291,0.061576169,0.0323710293,-0.000743498676,0.0221234746,0.999230802
6899622220127,14265,-0.0434156395,0.0287061967,0.061582692,0.0323665179,-0.000737515336,0.0221296959,0.999230802
6899638891898,14281,-0.0434015803,0.0287057813,0.0615910441,0.0323644094,-0.000731157372,0.0221307054,0.999230862
6899655565960,14298,-0.043406643,0.0287019312,0.0616054125,0.0323601626,-0.000724666053,0.0221341643,0.999230862
6899672223825,14315,-0.0434036851,0.028697513,0.0616375357,0.0323588327,-0.00072089443,0.0221294444,0.9992311
6899688910700,14331,-0.0434081927,0.0286932271,0.061660856,0.032359425,-0.000720471144,0.0221233685,0.99923116
6899705558616,14347,-0.0433863625,0.0286946781,0.061671406,0.0323597044,-0.000717629504,0.0221243724,0.99923116
6899722223096,14364,-0.0433553644,0.0286970604,0.0616826601,0.0323576815,-0.000715240138,0.0221166275,0.999231398
6899738896793,14381,-0.0433616862,0.0286917519,0.0616984814,0.0323593318,-0.000711797911,0.0221181642,0.999231339
6899755558668,14397,-0.043369215,0.0286865458,0.0617172457,0.0323614255,-0.000709454645,0.0221189018,0.999231279
6899772254241,14413,-0.0433772318,0.028679071,0.0617336631,0.0323641337,-0.000708506443,0.0221260581,0.999230981
6899788883721,14430,-0.0433553867,0.0286789462,0.0617573746,0.0323638357,-0.000711202389,0.0221226458,0.9992311
6899805587887,14447,-0.043339137,0.0286731441,0.061779853,0.0323744863,-0.000717345742,0.0221211128,0.999230742
6899822979346,14464,-0.0433526188,0.0286588818,0.0617948212,0.0323788039,-0.000715575588,0.0221160706,0.999230742
6899838898564,14480,-0.0433715843,0.0286210366,0.0617997646,0.0323788747,-0.000721240067,0.0221170727,0.999230683
6899855564450,14497,-0.0433957838,0.028585922,0.0617996901,0.0323801786,-0.000738981704,0.0221245829,0.999230504
