USER           PID NAME                       
root           249 [bioset]
root           250 [bioset]
root           251 [bioset]
root           252 [bioset]
root           253 [bioset]
root           254 [kworker/4:2]
root           255 [bioset]
root           256 [bioset]
root           257 [bioset]
root           258 [bioset]
root           259 [bioset]
root           260 [bioset]
root           261 [bioset]
root           262 [bioset]
root           263 [bioset]
root           264 [bioset]
root           265 [bioset]
root           266 [bioset]
root           267 [bioset]
root           268 [bioset]
root           269 [bioset]
root           270 [bioset]
root           271 [bioset]
root           272 [bioset]
root           273 [bioset]
root           274 [bioset]
root           275 [bioset]
root           276 [bioset]
root           277 [bioset]
root           278 [bioset]
root           279 [bioset]
root           280 [bioset]
root           281 [bioset]
root           282 [qseecom-unreg-l]
root           283 [qseecom-unload-]
root           284 [qcrypto_seq_res]
root           305 [scsi_eh_0]
root           306 [scsi_tmf_0]
root           307 [ufs_pm_qos_0]
root           308 [ufs_clk_gating_]
root           309 [ufs_clkscaling_]
root           310 [spi5]
root           311 [spi10]
root           312 [spi12]
root           313 [bond0]
root           314 [sharedmem_qmi_w]
root           315 [qmi_hndl0000000]
root           316 [kworker/u16:3]
root           317 [k_sm_usb]
root           321 [uether]
root           322 [k_ipa_usb]
root           326 [msm_cci_wq]
root           327 [msm_cci_wq]
root           328 [msm_cpp_workque]
root           329 [msm_vidc_worker]
root           330 [pm_workerq_venu]
root           331 [irq/111-arm-smm]
root           332 [irq/112-arm-smm]
root           333 [irq/113-arm-smm]
root           334 [irq/114-arm-smm]
root           335 [rot_commitq_0_0]
root           336 [rot_commitq_0_1]
root           337 [rot_doneq_0_0]
root           338 [rot_doneq_0_1]
root           339 [therm_core:noti]
root           340 [kworker/4:3]
root           341 [kworker/4:4]
root           342 [kworker/4:5]
root           343 [kworker/4:6]
root           344 [kworker/4:7]
root           345 [bioset]
root           346 [kworker/0:1]
root           347 [kworker/0:2]
root           348 [kworker/0:1H]
root           349 [bioset]
root           350 [bioset]
root           351 [bioset]
root           352 [kworker/4:8]
root           353 [bioset]
root           354 [bioset]
root           355 [bioset]
root           356 [bioset]
root           357 [bioset]
root           358 [kworker/u16:4]
root           359 [kworker/u16:5]
root           360 [kworker/u16:6]
root           361 [kworker/u16:7]
root           362 [kworker/u16:8]
root           363 [kworker/1:1]
root           364 [kworker/6:1]
root           365 [irq/450-chg-err]
root           366 [irq/451-chg-sta]
root           367 [irq/455-otg-fai]
root           368 [irq/456-otg-ove]
root           369 [irq/457-otg-oc-]
root           370 [irq/458-testmod]
root           371 [irq/459-bat-tem]
root           372 [irq/460-bat-ocp]
root           373 [irq/461-bat-ov]
root           374 [irq/462-bat-low]
root           375 [irq/463-bat-the]
root           376 [irq/464-bat-ter]
root           377 [irq/465-usbin-c]
root           378 [irq/466-usbin-l]
root           379 [irq/467-usbin-u]
root           380 [irq/468-usbin-o]
root           381 [irq/469-usbin-p]
root           382 [irq/470-usbin-s]
root           383 [irq/471-usbin-i]
root           384 [irq/472-type-c-]
root           385 [irq/473-dcin-co]
root           386 [irq/474-dcin-lt]
root           387 [irq/475-dcin-uv]
root           388 [irq/476-dcin-ov]
root           389 [irq/477-dcin-pl]
root           390 [irq/478-div2-en]
root           391 [irq/479-dcin-ic]
root           392 [irq/481-wdog-ba]
root           393 [irq/482-aicl-fa]
root           394 [irq/483-aicl-do]
root           395 [irq/484-high-du]
root           396 [irq/485-input-c]
root           397 [irq/486-tempera]
root           398 [irq/487-switche]
root           399 [irq/38-ptrain-d]
root           400 [therm_core:noti]
root           401 [therm_core:noti]
root           402 [therm_core:noti]
root           403 [therm_core:noti]
root           404 [therm_core:noti]
root           405 [therm_core:noti]
root           406 [therm_core:noti]
root           407 [therm_core:noti]
root           408 [therm_core:noti]
root           409 [therm_core:noti]
root           410 [therm_core:noti]
root           411 [therm_core:noti]
root           412 [therm_core:noti]
root           413 [therm_core:noti]
root           414 [therm_core:noti]
root           415 [therm_core:noti]
root           416 [therm_core:noti]
root           417 [therm_core:noti]
root           418 [therm_core:noti]
root           419 [therm_core:noti]
root           420 [therm_core:noti]
root           421 [irq/51-tsens_in]
root           422 [irq/52-tsens_cr]
root           423 [therm_core:noti]
root           424 [therm_core:noti]
root           425 [therm_core:noti]
root           426 [therm_core:noti]
root           427 [therm_core:noti]
root           428 [therm_core:noti]
root           429 [therm_core:noti]
root           430 [therm_core:noti]
root           431 [irq/53-tsens_in]
root           432 [irq/54-tsens_cr]
root           433 [therm_core:noti]
root           434 [irq/315-limits_]
root           435 [therm_core:noti]
root           436 [irq/316-limits_]
root           437 [dm_bufio_cache]
root           438 [cfinteractive]
root           439 [syncboss_pm_wor]
root           440 [fwupdate_workqu]
root           441 [irq/271-syncbos]
root           442 [binder]
root           443 [ipv6_addrconf]
root           444 [irq/522-adsp]
root           445 [sysmon_wq]
root           446 [irq/490-modem]
root           447 [k_sm_usb]
root           453 [irq/19-sig-tx]
root           454 [irq/20-sig-rx]
root           455 [kworker/u17:0]
root           456 [therm_core:noti]
root           457 [irq/682-soc-upd]
root           458 [irq/683-soc-rea]
root           459 [irq/684-bsoc-de]
root           460 [irq/685-msoc-de]
root           461 [irq/686-msoc-lo]
root           462 [irq/687-msoc-em]
root           463 [irq/688-msoc-hi]
root           464 [irq/689-msoc-fu]
root           465 [irq/690-vbatt-p]
root           466 [irq/691-vbatt-l]
root           467 [irq/692-esr-del]
root           468 [irq/693-batt-mi]
root           469 [irq/694-batt-te]
root           470 [irq/695-ima-rdy]
root           471 [irq/696-mem-xcp]
root           472 [irq/697-dma-gra]
root           473 [kworker/1:2]
root           474 [k_sm_usb]
root           475 [irq/46-hs_phy_i]
root           476 [irq/47-ss_phy_i]
root           477 [irq/48-msm_dwc3]
root           478 [dwc_bh_worker]
root           479 [usb_bam_wq]
root           480 [kworker/1:3]
root           481 [kworker/1:4]
root           482 [core_ctl/0]
root           483 [core_ctl/4]
root           492 [msm_perf:events]
root           493 [rq_stats]
root           494 [irq/97-arm-smmu]
root           495 [irq/98-arm-smmu]
root           496 [irq/99-arm-smmu]
root           497 [irq/100-arm-smm]
root           498 [irq/101-arm-smm]
root           499 [irq/102-arm-smm]
root           500 [irq/103-arm-smm]
root           501 [irq/104-arm-smm]
root           502 [kworker/5:2]
root           503 [sb-3]
root           504 [ngd_rx_thread3]
root           505 [ngd_notify_sl3]
root           506 [msm-core:sampli]
root           507 [msm_thermal:hot]
root           508 [msm_thermal:fre]
root           509 [msm_thermal:the]
root           510 [therm_core:noti]
root           511 [therm_core:noti]
root           512 [therm_core:noti]
root           513 [irq/56-lmh-inte]
root           514 [kworker/4:1H]
root           515 [ext4-rsv-conver]
root           516 [kworker/2:1]
root           520 [kworker/3:1]
root           521 [kworker/u17:1]
root           522 init
root           523 init
root           524 ueventd
root           526 [kworker/5:1H]
root           527 [kworker/5:3]
logd           536 logd
system         537 servicemanager
root           538 [kworker/6:1H]
system         539 hwservicemanager
system         540 vndservicemanager
root           541 [kworker/7:1H]
system         542 qseecomd
nobody         543 android.hardware.keymaster@3.0-service
root           545 vold
root           551 [kauditd]
root           552 [jbd2/sda8-8]
root           553 [ext4-rsv-conver]
root           555 [kworker/7:1]
system         568 vendor.oculus.hardware.catty@1.0-service
system         574 android.hardware.atrace@1.0-service
root           575 android.hardware.boot@1.0-service
system         576 vendor.oculus.hardware.sensors@1.0-iad
root           577 [kworker/6:2]
system         596 surfaceflinger
audioserver    599 audioserver
system         601 vendor.oculus.hardware.telemetry@1.0-service
system         603 android.hardware.graphics.composer@2.1-service.monterey
system         604 android.hardware.configstore@1.1-service
system         605 android.hardware.graphics.allocator@2.0-service
root           614 [lpass_IPCRTR]
root           615 [qmi_hndl0000000]
root           621 [jbd2/sda10-8]
root           622 [ext4-rsv-conver]
root           623 [msm_slim_qmi_cl]
root           624 [qmi_hndl0000000]
root           630 [irq/105-arm-smm]
root           631 [jbd2/sda9-8]
root           632 [ext4-rsv-conver]
root           638 [irq/130-arm-smm]
root           639 [irq/131-arm-smm]
root           670 apexd
root           674 [kworker/7:2]
root           677 [kworker/7:3]
root           680 magiskd
root           722 [irq/110-arm-smm]
root           723 [irq/115-arm-smm]
system         729 settingsserver
system         731 time_daemon
root           746 netd
root           747 zygote64
root           748 stub_zygote
root           750 [at_usb0]
root           751 [at_usb1]
root           752 [qdss]
system         753 android.hidl.allocator@1.0-service
system         754 android.system.suspend@1.0-service
audioserver    755 android.hardware.audio@2.0-service
bluetooth      756 android.hardware.bluetooth@1.0-service-qti
media          757 android.hardware.cas@1.1-service
media          758 android.hardware.drm@1.0-service
media          759 android.hardware.drm@1.2-service.clearkey
media          760 android.hardware.drm@1.2-service.widevine
system         761 android.hardware.gatekeeper@1.0-service
system         762 android.hardware.health@2.0-service.monterey
system         763 android.hardware.light@2.0-service.monterey
system         764 android.hardware.memtrack@1.0-service
system         765 android.hardware.power.stats@1.0-service.monterey
root           766 [kworker/2:1H]
root           767 android.hardware.power@1.3-service-libperfmgr
system         768 android.hardware.thermal@2.0-service.monterey
root           769 android.hardware.usb@1.2-service.ovr
wifi           770 android.hardware.wifi@1.0-service
system         771 vendor.oculus.hardware.devicecert@1.0-service.monterey
system         772 vendor.oculus.hardware.sensors@1.0-service
root           774 msm_irqbalance
system         775 pm-service
system         776 pd-mapper
vendor_qrtr    777 qrtr-ns
nobody         778 ashmemd
system         780 cdxserver
gpu_service    781 gpuservice
lmkd           783 lmkd
root           784 watchdogd
root           785 [kworker/3:1H]
nobody         787 rmt_storage
vendor_rfs     788 tftp_server
root           789 [cds_recovery_wo]
root           790 [wlan_logging_th]
system         797 pm-proxy
root           812 [qmi_hndl0000000]
root           817 [modem]
root           818 [adsp]
root           819 [qmi_hndl0000000]
root           824 [irq/31-1008000.]
root           827 [kworker/1:1H]
root           829 [syncboss:spi_th]
nobody         839 traced
nobody         844 traced_probes
media          849 adsprpcd
drm            853 drmserver
system         855 gatekeeperserver
system         858 idmap2d
incidentd      859 incidentd
root           860 installd
keystore       862 keystore
media          863 mediadrmserver
mediaex        868 media.extractor
media          869 mediaserver
root           870 ovr_crashreporter
root           871 ovr_crashreporter64
system         872 ovr_crashuploader64
system         874 perfstream
statsd         876 statsd
root           879 storaged
system         880 telemetry
wifi           882 wificond
mediacodec     883 media.codec
mediacodec     885 media.swcodec
system         888 cnss-daemon
system         889 calibrationserver
system         890 cameramuxmodeservice
system         892 gatekeeperd
system         893 mrsystemservice
system         894 runtimeipcbroker
tombstoned     897 tombstoned
system         900 trackingservice
root           902 update_engine
system         906 vrapiserver
root           922 vrfocusserver
system         938 wifisighelper
root           958 [kworker/2:2]
system         959 xrspd
root           963 ip6tables-restore
root           964 [kworker/2:3]
root          1006 [mpss_IPCRTR]
root          1013 [qmi_hndl0000000]
root          1014 [qmi_hndl0000000]
system        1059 system_server
root          1094 [qmi_hndl0000000]
root          1095 [kworker/3:2]
root          1105 [kworker/0:3]
root          1192 [scheduler_threa]
root          1193 [cds_ol_rx_threa]
wifi          1277 wpa_supplicant
u0_a36        1278 com.oculus.vrruntimeservice
bluetooth     1315 com.android.bluetooth
root          1348 [kworker/3:3]
system        1410 com.oculus.os.vrlockscreen
u0_a1         1437 com.oculus.location.geocoder
system        1463 com.oculus.micservice_notificationproxy
system        1529 com.oculus.companion.server
u0_a21        1651 com.oculus.os.vrusb
system        1678 ovr_crashreporter64
shell         1681 adbd
system        1729 com.oculus.statscollector
u0_a38        1759 com.oculus.updater
u0_a4         1792 android.process.media
u0_a17        1836 com.oculus.shellenv
u0_a5         1859 com.oculus.userserver2
u0_a54        1885 com.oculus.horizon
root          1917 zygote
u0_a14        2114 com.android.providers.calendar
u0_a18        2126 com.oculus.appsafety
u0_a10        2226 com.oculus.ocms
system        2267 com.oculus.deviceauthserver
u0_a19        2328 com.oculus.presence
u0_a25        2842 com.oculus.vrshell:Overlay
u0_a66        3990 com.oculus.socialplatform
u0_a31        4249 com.oculus.vrguardianservice
u0_a25        4444 com.oculus.vrshell
u0_a34        5051 com.facebook.spatial_persistence_service
u0_a30        5111 com.oculus.assistant
u0_a13        5203 com.oculus.mrservice
u0_a63        5297 com.oculus.metacam
system        5322 com.oculus.gatekeeperservice
u0_a33        5382 com.oculus.identitymanagement.service
root          5513 [kworker/u16:9]
u0_a55        5561 com.oculus.store
u0_a24        5600 com.oculus.systemutilities
u0_a37        5665 com.oculus.systemux:SystemUX
u0_a68        5755 com.qualcomm.timeservice
root          5799 [kworker/6:3]
u0_a44        6190 com.oculus.fitnesstracker
u0_a78        6327 com.topjohnwu.magisk
u0_a78        6384 su
root          6400 libbusybox.so
root          6405 com.topjohnwu.magisk:root:0
u0_a12        8739 com.android.permissioncontroller
u0_a73        8904 com.android.webview:webview_service
u0_a48        8994 com.oculus.explore:explore
shell         9222 sh
shell         9224 su
root          9226 magiskd
root          9227 sh
root          9228 app_process
root          9229 ps
